"company","Company_Status","location","location_Status","industry","Industry_Status","total_laid_off","layoffs_Status","percentage_laid_off","Percentage_Status","date","Date_Status","year","Year_Status","Month","Month_Status","stage","country","funds_raised_millions","Funds_Status"
"AURA FINANCIAL","Reported","SF BAY AREA","Reported","FINANCE","Reported","0","missing","1.00","Reported","2021-01-11","Reported","2021","Reported","1","Reported","UNKNOWN","UNITED STATES","584.00","Reported"
"AUTOBOOKS","Reported","DETROIT","Reported","FINANCE","Reported","0","missing","0.00","missing","2022-12-10","Reported","2022","Reported","12","Reported","SERIES C","UNITED STATES","97.00","Reported"
"AUTODESK","Reported","SF BAY AREA","Reported","OTHER","Reported","250","Reported","0.02","Reported","2023-02-02","Reported","2023","Reported","2","Reported","POST-IPO","UNITED STATES","0.00","missing"
"AUTOGRAPH","Reported","LOS ANGELES","Reported","CRYPTO","Reported","0","missing","0.00","missing","2022-12-16","Reported","2022","Reported","12","Reported","SERIES B","UNITED STATES","205.00","Reported"
"AUTOMATIC","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","0","missing","1.00","Reported","2020-05-01","Reported","2020","Reported","5","Reported","ACQUIRED","UNITED STATES","24.00","Reported"
"AUTOMATION ANYWHERE","Reported","SF BAY AREA","Reported","OTHER","Reported","260","Reported","0.10","Reported","2020-04-27","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","840.00","Reported"
"AUTOMOX","Reported","BOULDER","Reported","INFRASTRUCTURE","Reported","0","missing","0.00","missing","2022-06-13","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","152.00","Reported"
"AUTOMOX","Reported","BOULDER","Reported","INFRASTRUCTURE","Reported","0","missing","0.11","Reported","2022-04-18","Reported","2022","Reported","4","Reported","SERIES C","UNITED STATES","152.00","Reported"
"AVALARA","Reported","SEATTLE","Reported","FINANCE","Reported","0","missing","0.00","missing","2023-01-20","Reported","2023","Reported","1","Reported","ACQUIRED","UNITED STATES","341.00","Reported"
"AVANTAGE ENTERTAINMENT","Reported","MINNEAPOLIS","Reported","MEDIA","Reported","5","Reported","0.20","Reported","2020-04-03","Reported","2020","Reported","4","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"AVANTSTAY","Reported","LOS ANGELES","Reported","TRAVEL","Reported","80","Reported","0.00","missing","2022-06-29","Reported","2022","Reported","6","Reported","UNKNOWN","UNITED STATES","811.00","Reported"
"AVANTSTAY","Reported","LOS ANGELES","Reported","TRAVEL","Reported","144","Reported","0.22","Reported","2022-11-09","Reported","2022","Reported","11","Reported","PRIVATE EQUITY","UNITED STATES","686.00","Reported"
"AVAST","Reported","PHOENIX","Reported","SECURITY","Reported","0","missing","0.25","Reported","2022-11-10","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"AVO","Reported","TEL AVIV","Reported","FOOD","Reported","500","Reported","0.67","Reported","2022-05-01","Reported","2022","Reported","5","Reported","SERIES B","ISRAEL","45.00","Reported"
"AWARE","Reported","COLUMBUS","Reported","SECURITY","Reported","0","missing","0.00","missing","2023-01-06","Reported","2023","Reported","1","Reported","SERIES C","UNITED STATES","88.00","Reported"
"AWAY","Reported","NEW YORK CITY","Reported","RETAIL","Reported","60","Reported","0.10","Reported","2020-04-07","Reported","2020","Reported","4","Reported","SERIES D","UNITED STATES","181.00","Reported"
"AWOK","Reported","DUBAI","Reported","RETAIL","Reported","0","missing","1.00","Reported","2020-09-02","Reported","2020","Reported","9","Reported","SERIES A","UNITED ARAB EMIRATES","30.00","Reported"
"AYA","Reported","TORONTO","Reported","FINANCE","Reported","5","Reported","0.25","Reported","2020-11-19","Reported","2020","Reported","11","Reported","SEED","UNITED STATES","3.00","Reported"
"B8TA","Reported","SF BAY AREA","Reported","RETAIL","Reported","250","Reported","0.50","Reported","2020-03-26","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","88.00","Reported"
"BABYLON","Reported","LONDON","Reported","HEALTHCARE","Reported","100","Reported","0.00","missing","2022-07-12","Reported","2022","Reported","7","Reported","POST-IPO","UNITED KINGDOM","1100.00","Reported"
"BACK MARKET","Reported","PARIS","Reported","RETAIL","Reported","93","Reported","0.13","Reported","2022-12-23","Reported","2022","Reported","12","Reported","SERIES E","FRANCE","1000.00","Reported"
"BAKKT","Reported","ATLANTA","Reported","CRYPTO","Reported","0","missing","0.15","Reported","2022-12-08","Reported","2022","Reported","12","Reported","POST-IPO","UNITED STATES","932.00","Reported"
"BALLY'S INTERACTIVE","Reported","PROVIDENCE","Reported","unknown","missing","0","missing","0.15","Reported","2023-01-18","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","946.00","Reported"
"BALTO","Reported","ST. LOUIS","Reported","SALES","Reported","30","Reported","0.00","missing","2022-06-22","Reported","2022","Reported","6","Reported","SERIES B","UNITED STATES","51.00","Reported"
"BALTO","Reported","ST. LOUIS","Reported","SALES","Reported","35","Reported","0.00","missing","2022-12-12","Reported","2022","Reported","12","Reported","SERIES B","UNITED STATES","51.00","Reported"
"BAMBOO HEALTH","Reported","LOUISVILLE","Reported","HEALTHCARE","Reported","52","Reported","0.00","missing","2022-07-01","Reported","2022","Reported","7","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"BANXA","Reported","MELBOURNE","Reported","CRYPTO","Reported","70","Reported","0.30","Reported","2022-06-27","Reported","2022","Reported","6","Reported","POST-IPO","AUSTRALIA","13.00","Reported"
"BARAJA","Reported","SYDNEY","Reported","TRANSPORTATION","Reported","0","missing","0.75","Reported","2023-02-08","Reported","2023","Reported","2","Reported","UNKNOWN","AUSTRALIA","63.00","Reported"
"BARK","Reported","NEW YORK CITY","Reported","RETAIL","Reported","126","Reported","0.12","Reported","2023-02-09","Reported","2023","Reported","2","Reported","POST-IPO","UNITED STATES","0.00","missing"
"BATON","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","16","Reported","0.25","Reported","2022-06-29","Reported","2022","Reported","6","Reported","SERIES A","UNITED STATES","13.00","Reported"
"BCREDI","Reported","CURITIBA","Reported","FINANCE","Reported","0","missing","0.00","missing","2020-03-27","Reported","2020","Reported","3","Reported","SERIES A","BRAZIL","0.00","missing"
"BEAM BENEFITS","Reported","COLUMBUS","Reported","HEALTHCARE","Reported","31","Reported","0.08","Reported","2023-02-08","Reported","2023","Reported","2","Reported","SERIES E","UNITED STATES","168.00","Reported"
"BEAMERY","Reported","LONDON","Reported","HR","Reported","0","missing","0.12","Reported","2023-01-10","Reported","2023","Reported","1","Reported","SERIES D","UNITED STATES","223.00","Reported"
"BEAT","Reported","ATHENS","Reported","TRANSPORTATION","Reported","0","missing","0.00","missing","2022-11-08","Reported","2022","Reported","11","Reported","SERIES B","GREECE","6.00","Reported"
"BEETECH","Reported","SAO PAULO","Reported","FINANCE","Reported","30","Reported","0.00","missing","2020-04-10","Reported","2020","Reported","4","Reported","SERIES B","BRAZIL","14.00","Reported"
"BENCH","Reported","VANCOUVER","Reported","FINANCE","Reported","47","Reported","0.10","Reported","2020-03-27","Reported","2020","Reported","3","Reported","SERIES B","CANADA","49.00","Reported"
"BENEVITY","Reported","CALGARY","Reported","OTHER","Reported","137","Reported","0.14","Reported","2023-01-18","Reported","2023","Reported","1","Reported","UNKNOWN","CANADA","69.00","Reported"
"BENITAGO GROUP","Reported","NEW YORK CITY","Reported","RETAIL","Reported","0","missing","0.14","Reported","2022-11-04","Reported","2022","Reported","11","Reported","SERIES A","UNITED STATES","380.00","Reported"
"BERKELEY LIGHTS","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","0","missing","0.12","Reported","2022-08-09","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","272.00","Reported"
"BERLIN BRANDS GROUP","Reported","BERLIN","Reported","RETAIL","Reported","100","Reported","0.10","Reported","2022-06-10","Reported","2022","Reported","6","Reported","UNKNOWN","GERMANY","1000.00","Reported"
"BESTOW","Reported","DALLAS","Reported","FINANCE","Reported","41","Reported","0.14","Reported","2022-06-24","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","137.00","Reported"
"BETTER.COM","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-04-19","Reported","2022","Reported","4","Reported","UNKNOWN","UNITED STATES","905.00","Reported"
"BETTER.COM","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-08-26","Reported","2022","Reported","8","Reported","UNKNOWN","UNITED STATES","905.00","Reported"
"BETTER.COM","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","900","Reported","0.09","Reported","2021-12-01","Reported","2021","Reported","12","Reported","UNKNOWN","UNITED STATES","905.00","Reported"
"BETTER.COM","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","3000","Reported","0.33","Reported","2022-03-08","Reported","2022","Reported","3","Reported","UNKNOWN","UNITED STATES","905.00","Reported"
"BETTERCLOUD","Reported","NEW YORK CITY","Reported","SECURITY","Reported","0","missing","0.00","missing","2020-05-13","Reported","2020","Reported","5","Reported","SERIES E","UNITED STATES","111.00","Reported"
"BETTERFLY","Reported","SANTIAGO","Reported","HEALTHCARE","Reported","0","missing","0.30","Reported","2023-01-18","Reported","2023","Reported","1","Reported","SERIES C","CHILE","204.00","Reported"
"BETTERFLY","Reported","SANTIAGO","Reported","HEALTHCARE","Reported","30","Reported","0.00","missing","2022-08-11","Reported","2022","Reported","8","Reported","SERIES C","CHILE","204.00","Reported"
"BETTERMENT","Reported","NEW YORK CITY","Reported","FINANCE","Reported","28","Reported","0.00","missing","2023-02-15","Reported","2023","Reported","2","Reported","SERIES F","UNITED STATES","435.00","Reported"
"BEVI","Reported","BOSTON","Reported","FOOD","Reported","30","Reported","0.20","Reported","2020-03-27","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","60.00","Reported"
"BEYOND MEAT","Reported","LOS ANGELES","Reported","FOOD","Reported","40","Reported","0.00","missing","2022-08-03","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","122.00","Reported"
"BEYOND MEAT","Reported","LOS ANGELES","Reported","FOOD","Reported","200","Reported","0.19","Reported","2022-10-14","Reported","2022","Reported","10","Reported","POST-IPO","UNITED STATES","122.00","Reported"
"BEYONDMINDS","Reported","TEL AVIV","Reported","DATA","Reported","65","Reported","1.00","Reported","2022-05-23","Reported","2022","Reported","5","Reported","SERIES A","ISRAEL","16.00","Reported"
"BHARATAGRI","Reported","MUMBAI","Reported","FOOD","Reported","40","Reported","0.43","Reported","2023-01-15","Reported","2023","Reported","1","Reported","SERIES A","INDIA","21.00","Reported"
"BIG FISH GAMES","Reported","SEATTLE","Reported","MEDIA","Reported","250","Reported","0.00","missing","2020-09-01","Reported","2020","Reported","9","Reported","ACQUIRED","UNITED STATES","95.20","Reported"
"BIGBEAR.AI","Reported","BALTIMORE","Reported","DATA","Reported","0","missing","0.07","Reported","2022-09-08","Reported","2022","Reported","9","Reported","POST-IPO","UNITED STATES","200.00","Reported"
"BIGCOMMERCE","Reported","AUSTIN","Reported","RETAIL","Reported","180","Reported","0.13","Reported","2022-12-15","Reported","2022","Reported","12","Reported","POST-IPO","UNITED STATES","224.00","Reported"
"BIKAYI","Reported","BENGALURU","Reported","RETAIL","Reported","0","missing","0.00","missing","2022-07-28","Reported","2022","Reported","7","Reported","SERIES A","INDIA","12.00","Reported"
"BILIBILI","Reported","SHANGHAI","Reported","MEDIA","Reported","0","missing","0.30","Reported","2022-12-27","Reported","2022","Reported","12","Reported","POST-IPO","CHINA","3700.00","Reported"
"BIOMARIN","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","120","Reported","0.04","Reported","2022-10-07","Reported","2022","Reported","10","Reported","POST-IPO","UNITED STATES","585.00","Reported"
"BIRD","Reported","LOS ANGELES","Reported","TRANSPORTATION","Reported","138","Reported","0.23","Reported","2022-06-07","Reported","2022","Reported","6","Reported","POST-IPO","UNITED STATES","783.00","Reported"
"BIRD","Reported","LOS ANGELES","Reported","TRANSPORTATION","Reported","406","Reported","0.30","Reported","2020-03-27","Reported","2020","Reported","3","Reported","SERIES D","UNITED STATES","623.00","Reported"
"BITFARMS","Reported","QUEBEC","Reported","CRYPTO","Reported","0","missing","0.00","missing","2020-04-06","Reported","2020","Reported","4","Reported","POST-IPO","CANADA","25.00","Reported"
"BITFRONT","Reported","SF BAY AREA","Reported","CRYPTO","Reported","0","missing","1.00","Reported","2022-11-29","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"BITGO","Reported","SF BAY AREA","Reported","CRYPTO","Reported","0","missing","0.12","Reported","2020-04-17","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","69.00","Reported"
"BITMEX","Reported","NON-U.S.","Reported","CRYPTO","Reported","0","missing","0.30","Reported","2022-11-02","Reported","2022","Reported","11","Reported","SEED","SEYCHELLES","0.00","Reported"
"BITMEX","Reported","NON-U.S.","Reported","CRYPTO","Reported","75","Reported","0.25","Reported","2022-04-04","Reported","2022","Reported","4","Reported","SEED","SEYCHELLES","0.00","Reported"
"BITOASIS","Reported","DUBAI","Reported","CRYPTO","Reported","9","Reported","0.05","Reported","2022-06-19","Reported","2022","Reported","6","Reported","SERIES B","UNITED ARAB EMIRATES","30.00","Reported"
"BITPANDA","Reported","VIENNA","Reported","CRYPTO","Reported","270","Reported","0.27","Reported","2022-06-24","Reported","2022","Reported","6","Reported","SERIES C","AUSTRIA","546.00","Reported"
"BITRISE","Reported","BUDAPEST","Reported","INFRASTRUCTURE","Reported","0","missing","0.14","Reported","2022-09-14","Reported","2022","Reported","9","Reported","SERIES C","HUNGARY","83.00","Reported"
"BITSIGHT","Reported","TEL AVIV","Reported","SECURITY","Reported","40","Reported","0.00","missing","2023-02-26","Reported","2023","Reported","2","Reported","UNKNOWN","ISRAEL","401.00","Reported"
"BITSO","Reported","MEXICO CITY","Reported","CRYPTO","Reported","80","Reported","0.11","Reported","2022-05-26","Reported","2022","Reported","5","Reported","SERIES C","MEXICO","378.00","Reported"
"BITSO","Reported","MEXICO CITY","Reported","CRYPTO","Reported","100","Reported","0.00","missing","2022-11-29","Reported","2022","Reported","11","Reported","SERIES C","MEXICO","378.00","Reported"
"BITTITAN","Reported","SEATTLE","Reported","DATA","Reported","70","Reported","0.27","Reported","2021-11-18","Reported","2021","Reported","11","Reported","ACQUIRED","UNITED STATES","46.00","Reported"
"BITTORRENT","Reported","SF BAY AREA","Reported","INFRASTRUCTURE","Reported","92","Reported","0.00","missing","2023-01-20","Reported","2023","Reported","1","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"BITTREX","Reported","SEATTLE","Reported","CRYPTO","Reported","80","Reported","0.00","missing","2023-02-02","Reported","2023","Reported","2","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"BIZONGO","Reported","MUMBAI","Reported","LOGISTICS","Reported","140","Reported","0.00","missing","2020-07-10","Reported","2020","Reported","7","Reported","SERIES C","INDIA","70.00","Reported"
"BIZPAY","Reported","SYDNEY","Reported","FINANCE","Reported","0","missing","0.30","Reported","2022-05-04","Reported","2022","Reported","5","Reported","UNKNOWN","AUSTRALIA","45.00","Reported"
"BIZZABO","Reported","NEW YORK CITY","Reported","MARKETING","Reported","100","Reported","0.37","Reported","2022-12-01","Reported","2022","Reported","12","Reported","SERIES E","UNITED STATES","194.00","Reported"
"BIZZABO","Reported","NEW YORK CITY","Reported","MARKETING","Reported","120","Reported","0.30","Reported","2022-07-05","Reported","2022","Reported","7","Reported","SERIES E","UNITED STATES","194.00","Reported"
"BLACK SHARK","Reported","SHENZEN","Reported","HARDWARE","Reported","900","Reported","0.00","missing","2023-01-13","Reported","2023","Reported","1","Reported","UNKNOWN","CHINA","0.00","missing"
"BLACKBAUD","Reported","CHARLESTON","Reported","OTHER","Reported","500","Reported","0.14","Reported","00/00/0000","missing","0","missing","0","missing","POST-IPO","UNITED STATES","0.00","missing"
"BLACKBUCK","Reported","BENGALURU","Reported","LOGISTICS","Reported","200","Reported","0.00","missing","2020-04-17","Reported","2020","Reported","4","Reported","SERIES D","INDIA","293.00","Reported"
"BLACKLINE","Reported","LOS ANGELES","Reported","FINANCE","Reported","95","Reported","0.05","Reported","2022-12-08","Reported","2022","Reported","12","Reported","PRIVATE EQUITY","UNITED STATES","220.00","Reported"
